1117203226	ucdt	Unranked
1117364787	ugdt	Patriot's Pride
1117569232	ucdt	134th
1118013975	ucdt	PACKET
1118019332	ucdt	ChatRegion
1118135960	ucdt	56th
1119418954	ucdt	Skin: Black Biker Shades
1119734743	ucdt	OPscT T-Shirt
1120901060	ucdt	Waiting for other players ...
1121975262	ucdt	20 EZW Crates
1121978292	ugdt	Heavy Assault Combat Boots
1123075573	ucdt	<font color="#FFDF00">Nagafen's Rage</font>
1123927380	ucdt	Chicken
1123956495	ugdt	Wear.Eyes.EyePatch.Standard.133
1124713321	ugdt	Arachnid Combat Boots
1124797413	ucdt	GM No Mercy
1125408577	ucdt	This item is beyond repair, but can be dismantled for a wooden stick.
1125724761	ucdt	Regent (EU)
1125761915	ugdt	Battle Royale Crown T-Shirt
1126403520	ucdt	Duct Tape
1127636212	ucdt	Male Hair 2
1127781110	ugdt	<font color="#FFDF00">Blaze</font>
1128089489	ucdt	Server 39 Description
1128588611	ugdt	<font color="#FFDF00">Purge</font>
1130066608	ucdt	North America
1130079042	ucdt	Founder's Backpack
1130255774	ucdt	Misty Peak Dam
1130480965	ucdt	Next Weapon
1130741247	ugdt	Listen
1130752051	ucdt	Daybreak
1131940373	ucdt	Jeff Local
1132079124	ugdt	Navy Zeds
1132826573	ucdt	The displaced item cannot be swapped
1133815297	ucdt	Samara (EU)
1134476114	ucdt	Deleting Credit Card
1134832158	ucdt	[[*key*]] Assassinate
1134838096	ugdt	The Demolition Man
1135803422	ucdt	The H1Z1 virus has reached critical levels! Soon you shall join the masses.
[Severe energy burn and damage over time]
[Zombies no longer target you in their hunt. Attacking them will cause them to fight back]
[Bandages and First Aid Kits no longer heal you]
[Normal food and drink no longer satiate you. You crave the taste of raw flesh and must feed off the corpses of survivors, wildlife and other zombies. Feeding off zombies increases your H1Z1 infection]
1136033108	ucdt	Black Canvas Outback Hat
1137701220	ugdt	Metal Full Face Respirator
1137754972	ucdt	Mercenary Crate - Unlocked
1138524982	ucdt	Previous
1138811320	ucdt	WEAPONS
1139486223	ucdt	A substance that stabilizes emulsions during the mixture of multiple liquids.<br><br>[Crafting Ingredient]<br>[Medical Mixer Required]
1139840738	ucdt	Desert Warfare Polo Shirt
1139852478	ugdt	Starred Army T-Shirt
1141157982	ucdt	Sniper Laminated Body Armor
1141400565	ucdt	The value of how much a plant has grown.
1143361437	ucdt	Orange and Aqua Hockey Mask
1143408729	ucdt	Use Raw Mouse Input
1143792265	ugdt	Deer Jerky
1143922249	ucdt	The .44 Magnum is known for it's stopping power and is highly effective against vehicles.<br><br>[Ammo Type: .44 round]
1144024232	ucdt	TRIAL AVAILABLE IN
1144255830	ugdt	Ronin Crate
1144409281	ucdt	Win BR games to unlock a reward.
1144582310	ucdt	A torn letter with a small key on a ribbon stapled to it.  The letter reads:  
Ara- 
The stash is in the cabin at Ruby Lake.  Don't touch my borscht. 
-Tess  
[Place this inside of the cache and wait a few moments to unlock its items.]
1145175363	ucdt	Damnation
1145277365	ugdt	Skirmish Crate: Ironman
1145515452	ucdt	Paisley Ski Mask
1145610629	ugdt	Tech Tactical Body Armor
1145708922	ucdt	LEADERBOARD
1145899953	ucdt	ATTACK
1146902462	ucdt	Save
1147319496	ucdt	Pink Face Bandana & Biker Shades
1147332307	ucdt	<font color="#FFDF00">Prototype Trigger Assembly</font>
1147474537	ucdt	Predator Crate - Unlocked
1147523470	ucdt	Beige Plaid Slacks
1147650275	ugdt	Orange Survivor Backpack
1148427868	ucdt	A scary mask worn in the spring. It looks like it is made to fit on a motorcycle helmet.
1148802909	ucdt	Rotten Chicken
1149176160	ucdt	Shame on You
1150216378	ucdt	This will apply an alternate appearance to a Fast Footwear item in your inventory.  Right click and select "Apply".  Valid items for change will be highlighted.<br><br>Obtained from: Predator Crate
1151853114	ucdt	TARGET
1153071309	ucdt	Series1 Crate Key
1153459134	ugdt	InvisibleTriangle
1153517071	ugdt	Gray Striped Shirt with Star
1153770617	ucdt	Mosin-Nagant
1155225512	ucdt	Siren
1155847759	ucdt	A tattered page with a key taped to it.  The page reads: 
Echo - 
The loot is under the radio tower on top of VP.  
"The nights of blood are the nights of most impatience." 
- Skal, Ellohime  
[Place this inside of the cache and wait a few moments to unlock its items.]
1155857454	ucdt	DePriest's Church
1156429625	ucdt	You have entered a vehicle. Use the following controls to drive:
1158092906	ucdt	A vial of Tdap vaccine used to prevent bacteria infections such as tetanus, also known as lockjaw.
1158142986	ugdt	Placeable
1158331275	ucdt	Test Server FP BR
1158597935	ucdt	Primary Weapon 1
1158898371	ucdt	Stormcloud Leggings
1159558729	ucdt	Burning
1159705680	ugdt	Irezumi Dragon AR-15
1160764435	ucdt	Kurama Medical Facility
1161660652	ucdt	Shed
1161814639	ucdt	This shelter can only be placed on top of an already placed structure.
1162340044	ucdt	Web Home
1163133226	ucdt	F6
1163165532	ucdt	Gauze can be used to regain a small amount of health and to stop bleeding.  Multiple strips of gauze can be applied at the same time to increase the amount of health gained.
[Does not stack with first aid kits]
[Health does not regenerate with H1Z1 Severe or above]
1163385587	ucdt	Showdown Leggings
1164550876	ucdt	OEM_COPY
1166296323	ucdt	The Caveman
1166528300	ucdt	A set of options that Streamers may find useful.
1166659603	ugdt	Tan Camo Military Backpack
1167322134	ucdt	Toxic Shotgun
1167441197	ucdt	Guide your parachute using [mapped WASD keys] and your mouse.
1167789687	ucdt	The car battery will be able to supply power to the headlight for quite a while.
1168850750	ucdt	An angle head tactical military flashlight. 
1168879490	ucdt	Badlands (EU)
1168993812	ucdt	Heavy Bleeding
1170452423	ucdt	Surgical Tubing
1170508474	ucdt	Last.Breath.Cure
1170856293	ucdt	Elite Crate
1171186471	ugdt	Barbed Wire Wrestling Shoes
1173709941	ucdt	CONGRATULATIONS!
1174542167	ucdt	Sjinfection (EU)
1174676889	ucdt	Anchor Boonie Hat
1175233651	ucdt	GO TO
1175313180	ucdt	Skin: White Cowboy Hat
1176769972	ucdt	SWAP SEAT REQUEST
1177359296	ugdt	Bronze 2016 Invitational Crate
1177614234	ucdt	Meat Grenade
1177804610	ucdt	Gun
1177972323	ucdt	Server Admin(s)
1178191403	ucdt	F18
1178201232	ucdt	You search through this cabinet, but don't find anything you can use.
1179993891	ucdt	Wave
1182178977	ucdt	Skin: Showdown Leggings
1183257001	ugdt	Blue Trucker Cap
1184737013	ugdt	Explosion 02
1184749370	ugdt	Lead Pipe
1185327315	ucdt	Patriotic Motorcycle Helmet
1186079655	ugdt	Evil Clown Glasses
1186584567	ucdt	This unlocked crate contains skins for various types of items found in the world.<br><br>This crate does not require a key to open. These skins are not consumed, will not be lost on death, and cannot be sold in the Steam Marketplace.<br><br>This crate is guaranteed to contain a <font color="#FFD32CE6">Rare</font> or <font color="#FFFFD701">Ultra Rare</font> item.<br><br>[To open Right-click and select Open Crate.]
1186854543	ucdt	Tranquilizer Arrow
1188330309	ucdt	This can be used in crafting to convert a crafted satchel into framed backpack.  The framed backpack can hold more items.
1188545255	ucdt	Play Fives as part of a random group of five.
1189270736	ucdt	This key is labeled '<font color="#6698FF">Maintenance</font>.'
1189817693	ucdt	Battle Royale Z2
1190024974	ucdt	142nd
1190624283	ucdt	Skin: LegendaryLea T-Shirt
1190693209	ucdt	This looks like a torn piece of a radiology report. Someone has written a message on it.<br><br>... my request for more help. I understand their concerns, but without assistance there's no way I'm going to be able to get all of these people through here tonight. There's as many people up here as there are in the ER! I can't keep up without more warm bodies.<br>Just send me a few orderlies. I don't need doctors or anything. Just hands to help with the mess in the <font color="#6698FF">halls</font>.
1190743843	ucdt	Server 1 Description
1190841934	ucdt	Tan Hat
1190933558	ucdt	Ninja AR-15
1190938476	ugdt	Storage
1191291324	ucdt	Skin: Curvyllama T-Shirt
1191395792	ucdt	Battle Royale 30-Day Pass
1191746853	ugdt	Green Survivor Backpack
1191814356	ugdt	Predator Zombie
1191960443	ucdt	The Welder
1193650469	ucdt	MM
1193940531	ucdt	Skin: Black Unicorn Full Helmet
1193989707	ucdt	50 Predator Crates
1194611920	ucdt	Super comfortable and durable eyepatch that will protect your eye from harsh sunlight and particles in the wind.
1194872598	ucdt	Test Legs
1195187889	ucdt	Defeat everyone in a King of the Kill Skirmish match to earn the Event Grand Prize.
1195273947	ucdt	Use Door
1195748870	ucdt	&quot;%s&quot; recipe learned
1198094677	ucdt	Follower
1199235619	ucdt	This shovel can be used once to dig up a small hole to stash a few items.
1199252347	ucdt	You are feeling tired but can run at full speed. Perhaps you should rest in a bed. 
1199735562	ucdt	MAR
1200438166	ucdt	Purgatory (EU)
1201407620	ucdt	This will apply an alternate appearance to a M9 pistol in your inventory.
1202203397	ucdt	Skin: Tan Ghillie Suit Boots
1202760825	ucdt	F13
1203106901	ucdt	 and a headshot
1205114348	ugdt	Police Body Armor
1206096602	ucdt	Antidote
1206303108	ucdt	KotK Elite Crate
1207037352	ucdt	Deathgrip
1207135590	ucdt	Wear.Hands.Gloves.Fingerless.32
1207358800	ugdt	Eagle Crest Combat Boots
1208676808	ucdt	Skin: Sxyhxy's Body Armor
1208827535	ucdt	This will apply an alternate appearance to a Hands item in your inventory.  Right click and select "Apply".  Valid items for change will be highlighted.<br><br>Obtained from: Predator Crate
1208918835	ucdt	Gold Wasteland Crate
1209431498	ugdt	Binoculars
1210111366	ucdt	This contains skins for various types of items you find in the world. These skins are not consumed, will not be lost on death, and cannot be sold on the Steam Marketplace.  This contains one of the following:<br><br>
1211206213	ucdt	79th
1212127074	ucdt	NVG
1212812190	ucdt	Deprecated
1213480356	ucdt	Non-organic, diced, vine-ripened tomatoes from Pleasant Valley flavored with garlic and basil.<br>After eating the contents the empty can will be converted into scrap metal.
[Replenishes a small amount of energy and hydration and gives a low boost to comfort.]
1213700702	ugdt	Land Mine
1213866799	ucdt	Skin: Green Camo Armor
1214093687	ucdt	Beeswax can be used to create candles.
1214949790	ucdt	Choose the device you wish to use to listen to voice chat.
1215060878	ucdt	You have just redeemed:
1216029393	ucdt	Login World (TEST)
1216377724	ucdt	Ambient Occlusion creates realistic shadows where two surfaces meet. Turning this off can increase performance.
1217029353	ugdt	Skirmish Crate: Reanimated
1217141468	ucdt	Synthetic high quality athletic boots designed for comfort and speed.
1217438186	ucdt	Murica Halftop Shirt
1217541289	ugdt	Small.Player.Structure.With.Decay
1218192156	ucdt	Small Shack
1218758354	ucdt	Are you sure you want to delete your character?
1220417805	ucdt	Error placing order. Please try again later.
1220457936	ucdt	Leave Lobby
1221510402	ugdt	Black Canvas Outback Hat
1222793625	ucdt	Silver
1223079837	ugdt	Pipe
1224316458	ucdt	Low Health!
1225253997	ucdt	Borscht will replenish a small amount of energy and a great deal of hydration and gives a low boost to comfort.<br>After eating the contents the empty can will be converted into scrap metal.
1225838487	ucdt	159th
1227481991	ucdt	Chicken Fajita
1227819595	ucdt	On Fire!
1227990705	ucdt	Used Syringe
1228281369	ugdt	Brown Camo Beanie
1228602852	ucdt	Predator 12GA Pump Shotgun
1229702536	ucdt	Menu No. 2;
Meal Ready-To-Eat, Individual;
US Government Property; Commercial Resale Is Unlawful
[Replenishes a small amount of energy]
1229793373	ugdt	Silver Wasteland Crate
1230093787	ucdt	CohhCarnage T-Shirt
1231195717	ucdt	Battle Royale - Quebec
1231241614	ucdt	TEST Medical
1233373111	ugdt	Stove
1233832531	ucdt	Grey Henley
1235126643	ucdt	Aurandra's Whitelist Server
1235681961	ugdt	Wheat
1235953881	ucdt	Server 26
1236060514	ugdt	Golden Dragon Face Bandana
1236664543	ucdt	Low-High
1236886402	ucdt	Pelvic Barrage Emote<br>Twitch Hoodie<br>Toxic Boonie Hat<br>Toxic Combat Knife<br>Toxic Mask<br>
1237208913	ucdt	Cooked Rabbit
1237250926	ucdt	Skin: SeriousGaming T-Shirt
1237679385	ucdt	Aqua Paisley Shorts
1237696249	ucdt	Salt Packet
1239341359	ugdt	Guns Out Tanktop
1241960878	ucdt	51st
1242379154	ucdt	Test Server 7
1242838365	ucdt	You are bleeding.
[A single bandage or gauze should remove minor bleeding. There is a small chance the bleeding will stop on its own.]
1243752409	ucdt	Quarantine Key
1244791039	ucdt	Khaki Body Armor
1246391554	ucdt	Male Hair 1
1246656617	ucdt	The R380 is a small caliber semi-automatic pistol.<br><br>[Ammo Type: .380 round]
1246918030	ucdt	Long Johnston T-Shirt
1247277360	ugdt	Shotgun Schematic
1247301072	ucdt	Framed Backpack
1247372410	ucdt	Wallet Disabled!
1247779611	ugdt	Test CQC Area
1247883780	ugdt	Event Ticket 3-Pack
1249381464	ugdt	Toxic Gas
1249390836	ucdt	When turned on player names will not display in the HUD.
1249649529	ucdt	Melee Attack
1249913112	ucdt	Lvov (EU)
1250445224	ucdt	Flashlight Hat
1250988261	ugdt	Brown Leather Outback Hat
1251345113	ucdt	Very Hot
1251707509	ucdt	This will apply an alternate appearance to an item in your inventory.  Right click and select "Apply".  Valid items for change will be highlighted.<br><br>Obtained from: Showdown Crate
1252200511	ucdt	Camo Eyepatch
1254489398	ucdt	Overwatch
1254689540	ucdt	Have Materials
1254800539	ucdt	Skin: Dragon Lodge Parka
1255570618	ucdt	RudeSlap
1255741177	ucdt	The Walking Juiceboxes
1256050511	ucdt	A treatment used to reduce the possibility of infection.<br><br>[Crafting Ingredient]
1256524730	ucdt	Camo Body Armor<br>Crosshair Eyepatch<br>Pink Skull Body Armor<br>Woodland Ghillie Suit<br>
1256529509	ugdt	Mystery Crate v1
1256554906	ucdt	Only #count([*slot0*]) remain.
1257268478	ucdt	Battle Royale - Internment
1258348810	ucdt	You are in the toxic gas!
1259266141	ucdt	[TAB|ESC] Close
1259357878	ucdt	This can be used to repair damaged guns.
1259556018	ucdt	Right Windows
1260030435	ucdt	Total
1262334177	ucdt	Showdown Crate
1263073866	ucdt	Grat's grits are creamy and full of protein. These chemically processed contain small specks of corn husks and tip cap.<br>After eating the contents the empty can will be converted into scrap metal.
[Replenishes a small amount of energy and gives a low boost to comfort.]
1263691574	ucdt	You turned your Scrap into
1263785163	ucdt	OpenSquadPage
1264097140	ucdt	Worn Pumpkin Mask
1264546558	ucdt	These spark plugs fit any vehicle.
1264728683	ucdt	Starving
1264956833	ucdt	Adjust the volume of the menu and other interfaces.
1265653321	ucdt	This key is marked '<font color="#6698FF">quarantine</font>.'
1265773093	ucdt	These sharpened sticks will damage whatever walks over them.
1266256967	ucdt	Tan Digital Camo Hunting Rifle
1266462435	ucdt	No Brainer
1266702616	ucdt	Skin: Battle Royale Logo Leggings
1267918845	ucdt	Hub
1269117919	ucdt	Your base uses these parts to Auto-Repair once per day to repair, depending on the structure, some or all damage caused by decay.
1269321932	ucdt	AV.Fire.Zombie.Loop
1269624040	ucdt	[E] Loot Selected
1270125076	ucdt	Moderator is ending the match.
1270931516	ugdt	RoyBlaster Guitar
1270964699	ugdt	Sulk
1272008495	ucdt	Tyrant
1272080366	ugdt	Rasta Face Bandana
1272367883	ucdt	Your body temperature is dropping.  Find a campfire to warm up before hypothermia sets in.
1273963110	ucdt	QA Team KoK 2 Person
1274047755	ucdt	Event Ticket BR
1274241426	ucdt	Right Oyayubi
1274465098	ucdt	MARKET
1275367012	ucdt	Small Pharmacy Cabinet
1276954081	ucdt	Push Back
1277493061	ucdt	Skin: Dead End Armor
1277495554	ucdt	We encountered an error trying to process your purchase. Please try again.
1277743169	ugdt	Red Face Bandana
1279109235	ucdt	Camo Shemagh
1280065052	ucdt	Police Car
1280529092	ucdt	%0 is currently bound to %1. Are you sure you want to change it to %2?
1280614919	ucdt	Skin: Fiery Rage Trunks and Kneepads
1280957895	ucdt	Showdown Crate - Unlocked
1281575943	ucdt	Headlights that fit the OffRoader
1281875179	ucdt	Green Scrubs Shirt
1281913598	ucdt	Yeast Starter
1282125964	ucdt	Metal Gate
1282324808	ugdt	Wood Spear
1282668144	ucdt	MenosTrece's Whitelist Server
1282671034	ucdt	Camo Green Outback Hat
1282903090	ucdt	Blue Flannel Shirt
1283695422	ucdt	Happy Face Boots
1284082398	ucdt	Compete in ranked Solo matches to establish your dominance.
1284499860	ucdt	You can make out part of a fingerprint at the top of the key.
1284891859	ucdt	Pathogen
1285631695	ugdt	White Gators
1287025615	ucdt	Empty Anti-viral Bottle
1287542699	ugdt	Battery
1287606388	ucdt	162nd
1288306940	ucdt	Boss Zombie Killed +
1288483260	ucdt	Skin: Toxic Shotgun
1288602104	ucdt	179th
1289582110	ugdt	China Hoodie
1290062646	ucdt	Placeable Armoire
1290268093	ucdt	Ammo Crate
1292170102	ucdt	r/H1Z1's Whitelist Server
1292915353	ucdt	Skin: Toxic Mask
1292928987	ucdt	PLAY
1293307743	ucdt	Kringle's Holiday Hat
1294352678	ucdt	Hospital Airdrop
1294973463	ucdt	Hair: Afro Mohawk
1295017337	ucdt	Blue Sports Pants
1295375761	ucdt	M
1296523328	ugdt	Event Ticket
1297066546	ucdt	King of the Kill (Australia)
1297095026	ucdt	Magazine Size / Total ammunition capacity
1297997241	ucdt	Processing Transaction
1298217571	ucdt	KotK Mystery Crate
1298475932	ucdt	PoliceCar Turbo
1298559393	ucdt	Zombies Killed:
1299030508	ucdt	Control
1299225002	ucdt	Horn that fits the ATV
1299363884	ugdt	Placeholder Name
1300465518	ucdt	Training (TEST)
1300522727	ucdt	ASSISTED BY
1301165696	ucdt	This will apply an alternate appearance to a Chest item in your inventory.  Right click and select "Apply".  Valid items for change will be highlighted.<br><br>Obtained from: 2016 Invitational Crate
1301422968	ucdt	Meters
1302056421	ucdt	Bear Meat
1303909762	ucdt	Pork Sausage with Gravy
1303994967	ucdt	Flex
1304461489	ucdt	Left Control
1304473263	ucdt	Marauder Crate Key
1305394086	ucdt	The shotgun is the optimal choice in close-quarters combat and self defense.<br><br>[Ammo Type: 12 Gauge Buckshot Shell]
1305770844	ugdt	Cooked Chicken
1306140131	ugdt	Ninja Stealth Shoes
1306179336	ucdt	Reply
1306866366	ucdt	We encountered a problem adding this credit card. Please try again.
1307157293	ucdt	Another player has already requested that seat.
1308319087	ucdt	Dragon Lodge Hunting Rifle
1308378168	ucdt	Mixing Agent A
1308732708	ucdt	Dr. Klavisk
1309560916	ugdt	Skull Full Face Respirator
1310407957	ucdt	Skin: Firefighter Face Respirator
1310615246	ucdt	Trafalgar (EU)
1311105058	ucdt	Your health pool is twice as large as normal.
1311255679	ucdt	113th
1312364399	ucdt	Rancho Taquito Doomed Jacket
1314057275	ugdt	2016 Invitational Crate
1314476795	ucdt	Scold
1315378133	ucdt	These medical scrubs can hold a few small items.  Right click on the scrubs slacks while they are in your inventory to salvage it which will destroy it and turn it into scraps of cloth.
1315646642	ugdt	Scrap
1315852308	ucdt	<font color="#FFDF00">Experimental Weapon</font><br><br>This military grade weapon injects each fired bullet with Hyperpheron, a chemical known to be effective against H1Z1.  Shots landed on zombies will do typical damage and extra damage over time.<br><br>This weapon has high durability but cannot be repaired.
1315932763	ucdt	The Battle Royale 30-Day Pass will grant unlimited access to all Battle Royale servers for 30 days from the date of purchase.  If you have event tickets in your account inventory, they will not be consumed for Battle Royale if your 30 Day pass is active.
1316001376	ucdt	The Medic
1316871900	ucdt	V
1317076355	ucdt	WNW
1317564522	ucdt	This hand crank solar power radio allows for communication over a large radius across different channels.
1317631993	ugdt	Blue and Orange Backpack
1318450385	ucdt	Infected bladder of the zombie referred to as a gasser.
1319323022	ucdt	Server 42
1320331923	ucdt	DISCOUNT COUPON
1321631867	ucdt	81st
1322516515	ugdt	ATV Turbo
1322737101	ucdt	Skin: Agile Tiger Luchador Mask
1322796585	ucdt	ZombieCorpse
1322911853	ucdt	Inventory
1323238391	ucdt	Disagree
1323294172	ucdt	Vehicle Key
1323331472	ucdt	Login World 02 (US)
1324379749	ucdt	Industrial Door
1324779422	ucdt	SevereBleedingTimer
1324918607	ucdt	AV.Fire.Barrel
1327528130	ucdt	Fixed First Person
1327833474	ucdt	Sneakers that provide reduced noise generation and a classic canvas style.
1328020248	ugdt	Stash
1328267959	ucdt	IV
1328268556	ucdt	Set the quality of shadows. Lower this setting to increase performance at a visual cost.
1329699821	ugdt	Makeshift Wood Axe
1330146749	ugdt	Kitsune Henley Shirt
1330519371	ucdt	This bag contains an item for tigers, because they're winners.

[Right-click and select Open Bag to obtain a random item]
1330620158	ugdt	Blue Scrub Slacks
1331060265	ugdt	White Unicorn Full Helmet
1331768532	ucdt	Bronze Wasteland Crate
1332466850	ucdt	Chamber Time
1332549154	ucdt	Whitaker's Cross Weigh Station
1332957955	ucdt	Freezing
1332962444	ucdt	His Regards Machete
1333411230	ugdt	Crotch Chop
1335177218	ucdt	Skin: Camp Runamok T-Shirt
1335265174	ugdt	Dark Rabbit Mask
1335335704	ucdt	Tap Foot
1335404619	ugdt	EZW Spiked Helmet
1335903046	ucdt	Brown Camo Pants
1336293015	ugdt	Jump Hooray
1336797569	ucdt	This item has been renamed. Original name: "Skin: Purple Zebra Wrestling Boots"
1337021082	ugdt	Blue Camo Ski Mask
1338181634	ucdt	<font color="#FFFFD701">Ultra Rare</font>
1338790040	ugdt	Red Aloha Polo
1339347611	ugdt	Lirik T-Shirt
1339496290	ucdt	Wooden Barricade
1340476021	ucdt	You made it to #%0. Better luck next time!
1340782045	ucdt	CURRENT BENEFITS
1340972670	ucdt	REDEEM A CODE
1341018341	ugdt	Metal Gate (Test)
1341369433	ucdt	D.O.A. Hoodie
1341396128	ugdt	Stuff
1343277818	ucdt	Doomed
1344918948	ugdt	Battle Royale Crate
1344971117	ugdt	Agree
1346814992	ucdt	Happy Skull Scrubs Cap
1347022870	ucdt	Battle Royale Ticket
1347124193	ucdt	More Info
1347125694	ugdt	Gun Part
1347724424	ucdt	You are comfortable. Your stamina and health are regenerating 5% faster.
1347977024	ucdt	12GA Pump Shotgun
1348193020	ucdt	Change Camera
1348410542	ucdt	Aqua Gators
1348784211	ugdt	<font color="#FFDF00">Frostbite</font>
1350414902	ucdt	Menu No. 13;
Meal Ready-To-Eat, Individual;
US Government Property; Commercial Resale Is Unlawful
[Replenishes a small amount of energy]
1350460306	ucdt	Getting better at this. I was able to stitch up the bullet hole using the medical supplies I found. <br><br>The bandits here are getting worse. I can't imagine trying to hide a family in the valley now. You'd just be a target.
1351104176	ucdt	Skin: Black Battle Royale "With Cheese" T-Shirt
1351308969	ucdt	Skin: Orange Racing Helmet
1351671681	ucdt	Frustrated
1351935333	ucdt	This will apply an alternate appearance to a R380 pistol in your inventory.
1352596337	ucdt	EZW Crate - Unlocked
1353375026	ucdt	Emotes
1353476593	ucdt	Weather.VeryCold
1353539570	ucdt	Flare
1353815901	ugdt	Shock Trap
1354763777	ucdt	Tertiary Weapon
1355151286	ugdt	Animal Fat
1355253316	ucdt	Day of the Dead Suit Jacket
1355621313	ugdt	Leather Flannel Vest
1355831470	ucdt	Adjust settings that affect the appearance of the game.
1356091689	ucdt	GoldGlove T-Shirt
1357944409	ucdt	[[*key*]] Open
1358255087	ucdt	E
1358746508	ucdt	Tough workboots for the working person.
1358770115	ucdt	Convert your Daybreak Cash into Crowns.
1358798369	ucdt	Suture Kit
1359151842	ucdt	Skin: Red Star Armor
1359176096	ucdt	Happy Holidays
1359605800	ucdt	Chili with Beans
1359741438	ugdt	Full Moon
1360207980	ucdt	N
1360265515	ucdt	Renegade Crate Key
1360633643	ucdt	H1Z1 is in early access.  You get the chance to test early versions of the game that may or may not be fully functional, due to the fact that it's a constant work in progress. You also get access to new features as they are implemented, and you also get to be heavily involved in the process of finding and ironing out bugs.
1361169454	ucdt	High-Low
1362149811	ugdt	Desk
1364098689	ucdt	A complete survival suture kit for emergencies.
1364161413	ugdt	Syringe of H1Z1 Suppressant
1364572735	ucdt	Mask of the Jester
1365601844	ucdt	Rustic Leather Tactical Jacket
1365648286	ucdt	Tan Cowboy Hat
1366116002	ucdt	180th
1366180205	ucdt	Kraken (EU)
1366429938	ucdt	Vehicles Killed:
1366894759	ucdt	Team KotK - 5 Person (TEST)
1367155113	ucdt	TRIAL UNAVAILABLE RIGHT NOW
1367953454	ucdt	Water
1368748345	ucdt	Skin: Kuromu Dragon .44 Magnum
1369652371	ucdt	36th
1369909931	ucdt	Designer-placed(?) Door
1370284949	ucdt	This unlocked crate contains skins for various types of items found in the world.<br><br>This crate does not require a key to open. These skins are not consumed, will not be lost on death, and cannot be sold in the Steam Marketplace.
1370582734	ugdt	Woodland Ghillie Suit Boots
1371092942	ucdt	Day of the Dead Slacks
1371206454	ucdt	Ignition Start Heli
1371273942	ucdt	The Union (EU)
1371486997	ucdt	Server 26  Description
1371678947	ucdt	I have to warn you.<br>
There is something else out there. I don't know what is going on, but Carla hit it with an axe and it blew her and everything around her to pieces. I don't know if something was on it or it was a trap, but she's gone, and I'll never get close to any of those things again.<br>
Just run. Don't try to fight them, or it'll be over in an instant.

1372449298	ucdt	108th
1372844174	ucdt	158th
1373617797	ucdt	Fiery Rage Luchador Mask
1374726002	ucdt	Kryvy Rig (EU)
1374860397	ucdt	Psycho's Warped Leggings
1375792804	ugdt	Skirmish Bag: Reanimated
1376452417	ucdt	ButtScratchSniff
1378411828	ucdt	Opfer Wilderness Camp
1378600318	ucdt	Modified Toxic AK-47
1378732237	ucdt	Bounty
1380108958	ucdt	Gray Camo T-Shirt
1380767471	ucdt	Rusty Knife
1380897732	ucdt	Grey Blue T-Shirt
1381809520	ugdt	Tan Ghillie Suit Boots
1382878711	ucdt	LEADERBOARD
1383449200	ucdt	You are in a state of complete discomfort.
1384709862	ucdt	Skin: Animal Hide Framed Backpack
1384790896	ucdt	Clothing
1387494389	ucdt	M9
1387801293	ucdt	Kanji
1388485986	ucdt	Fill in the information below to add a credit card to your account.
1388735926	ucdt	This item has been renamed. Original name: "Skin: Clown Bandana"
1391967884	ucdt	Welcome to your doom.
1391974141	ucdt	Battle Royale - Kemerovo
1392111908	ucdt	Semicolon :;
1393454405	ucdt	Oblivion
1394102346	ucdt	RaiseCrown
1394767904	ucdt	Processing<br>Transaction
1394986816	ucdt	193rd
1395111203	ucdt	Server 42 Description
1395355607	ucdt	Headlights that fit the Police Car
1396237660	ugdt	Green Scrubs Shirt
1396741924	ugdt	White Slacks
1396818078	ucdt	Neko-chan R380
1399005280	ugdt	Refrigerator Note
1400276190	ucdt	Customize your weapons.
1400985832	ucdt	Spawn Kill
1401459026	ucdt	Capacity
1401587942	ucdt	This contains crates that do not require a key to open.  It contains 47 Renegade Crates, 1 Bronze Renegade Crate,  1 Silver Renegade Crate, and 1 Gold Renegade Crate that is guaranteed to have an <font color="#FFFFD701">Ultra Rare</font> item!
1401771323	ucdt	Marketplace
1402093823	ucdt	PickupTruck Motor
1403406908	ucdt	Battle Royale - Kilo
1403707886	ugdt	Blue Sports Pants
1404140664	ucdt	SKULLS are used to unlock exclusive rewards and to Back Your Performance in the Bounty menu while in a match.<br><br>Earn more SKULLS by Backing Your Performance and doing well in the match.
1404722139	ucdt	Remain
1405363094	ucdt	45th
1407040918	ucdt	Metal Sheet
1407217601	ucdt	Red Aloha Polo
1407669434	ucdt	Skin: Good Wrasslin' Boots
1408020908	ugdt	Broken Metal Item
1408046060	ucdt	Skin: Steel Katana
1408303218	ucdt	G
1409290962	ucdt	.223 Round
1409607476	ucdt	This yeast starter will ferment into yeast after being set out for a period of time.
1409778764	ugdt	Screw You All
1410040387	ucdt	You have been disconnected due to inactivity.  Please relaunch the game.
1410234899	ucdt	M67 grenades cause high damage over a large area.<br><br>They are found in various places around the world.
1410487976	ucdt	Left
1410927324	ugdt	PoliceCar Motor
1411297546	ucdt	That seat is currently occupied.
1411499463	ugdt	Red Scrubs Cap
1412521741	ugdt	Rainbow Swirl Helmet
1412586983	ucdt	PLATINUM
1413442141	ucdt	104th
1414124649	ucdt	Atlas Outfit
1414187994	ucdt	Those not in a safe zone will detonate in: #count([*slot0*])
1414528107	ugdt	Tie-Dye Leggings
1415941213	ucdt	OR
